0	0
1	0
2	0
3	0
4	0
5	1
6	1
7	1
8	1
9	1
10	1
11	1
12	1
13	1
14	1
15	1
16	2
17	2
18	2
19	2
20	2
21	2
22	2
23	2
24	2
25	2
26	2
27	2
28	2
29	2
30	2
31	2
32	2
33	2
34	2
35	2
36	2
37	2
38	2
39	3
40	3
41	3
42	4
43	4
44	4
45	5
46	5
47	5
48	5
49	5
50	5
51	5
52	5
53	5
54	6
55	6
56	6
57	6
58	6
59	7
60	7
61	7
62	7
63	7
64	7
65	8
66	8
67	8
68	8
69	9
70	9
71	9
72	9
73	9
74	9
75	9
58	9
76	9
77	9
78	9
43	10
79	10
80	10
44	10
81	11
82	11
83	12
84	12
85	12
86	13
87	13
88	13
89	13
90	13
91	14
92	15
93	15
94	15
95	15
96	15
97	15
98	15
99	15
100	16
101	16
102	16
103	16
104	17
105	17
8	17
106	17
60	17
107	17
108	17
109	18
110	18
107	18
102	18
111	18
112	18
113	18
114	18
115	19
116	20
117	20
118	20
119	20
120	20
19	20
121	20
122	20
123	20
124	20
125	20
126	20
127	20
128	20
129	20
130	20
131	20
132	20
133	20
134	20
135	20
136	20
137	20
138	20
139	20
140	20
141	20
142	20
143	20
144	20
145	20
146	20
147	20
148	20
149	20
150	20
151	20
152	20
153	20
154	20
155	20
156	20
157	20
158	20
159	20
160	20
161	20
162	20
163	20
164	21
165	21
166	21
167	21
120	22
168	22
169	22
170	22
171	22
172	22
173	22
174	22
167	22
175	23
176	23
177	23
178	23
179	23
180	23
181	23
182	23
183	23
184	23
185	23
186	23
187	24
188	24
189	24
184	24
190	24
191	24
192	25
193	25
194	25
195	25
196	25
197	25
198	25
199	26
200	26
201	26
202	26
203	26
204	26
205	26
206	26
207	26
208	26
209	26
210	26
211	26
212	26
213	26
214	26
215	26
216	26
217	26
218	26
219	26
220	26
221	26
222	26
223	26
224	26
225	26
58	26
226	26
227	26
228	26
229	27
230	27
231	27
232	27
233	27
234	27
235	27
120	28
236	28
237	28
238	28
239	28
240	29
241	29
51	29
242	29
54	29
243	29
244	30
58	30
245	30
246	31
247	31
248	31
249	31
250	31
251	31
252	31
253	31
254	31
255	31
256	31
257	31
258	31
259	31
260	31
225	31
261	31
262	31
263	31
264	32
87	32
265	32
266	32
267	32
268	32
66	32
269	32
270	32
271	32
272	32
273	32
274	32
275	33
276	33
277	33
60	33
278	33
279	33
280	33
281	33
282	33
283	33
121	34
284	34
285	34
266	34
286	34
287	34
288	34
289	34
290	34
291	34
292	34
293	34
294	34
295	34
296	34
297	34
298	34
299	35
300	35
301	35
17	35
302	35
303	35
122	35
304	35
305	35
306	35
307	35
308	35
309	35
285	35
310	35
8	35
311	35
312	35
313	35
314	35
9	35
315	35
71	35
316	35
135	35
317	35
318	35
319	35
320	35
321	35
322	35
323	35
324	35
325	35
326	35
327	35
328	35
329	35
272	35
330	35
30	35
331	35
212	35
145	35
332	35
333	35
213	35
334	35
335	35
336	35
337	35
338	35
339	35
340	35
341	35
218	35
342	35
343	35
149	35
344	35
345	35
346	35
347	35
348	35
349	35
350	35
351	35
352	35
58	35
353	35
354	35
355	35
356	35
357	35
358	35
359	35
360	35
361	35
362	35
363	35
364	35
365	35
366	35
367	35
368	35
277	36
369	36
370	36
371	37
372	37
373	37
296	37
374	38
375	38
266	38
376	38
377	38
378	38
379	38
380	38
201	39
381	39
382	39
383	39
384	39
385	39
386	39
387	39
388	39
389	39
390	39
209	39
391	39
392	39
393	39
394	39
395	39
396	39
397	39
398	39
399	39
400	39
401	39
402	39
403	39
404	39
405	39
406	39
113	39
407	39
408	39
409	39
410	39
411	39
412	40
413	40
414	40
95	40
96	40
415	40
89	40
416	40
395	40
417	40
418	40
419	40
420	40
421	40
422	40
423	41
424	41
88	41
425	41
426	42
427	42
428	42
429	42
266	42
430	42
431	42
292	42
432	42
211	42
433	42
434	42
3	42
435	42
436	42
186	42
437	43
179	43
438	43
439	43
3	43
440	43
99	43
441	44
442	44
443	44
444	45
445	45
94	45
446	45
447	46
448	46
449	46
450	46
451	46
41	46
452	47
453	47
276	47
454	47
455	47
456	47
105	47
277	47
457	47
439	47
458	47
459	47
3	47
460	47
461	47
462	47
463	47
464	47
465	47
466	47
467	47
468	48
469	48
470	48
