0	0	0
1	0	1
2	0	2
3	0	3
4	0	4
5	1	5
6	1	6
7	1	7
8	1	8
9	1	9
10	1	10
11	1	11
12	1	12
13	1	13
14	1	14
15	1	15
16	2	16
17	2	17
18	2	18
19	2	19
20	2	20
21	2	21
22	2	22
23	2	23
24	2	24
25	2	25
26	2	26
27	2	27
28	2	28
29	2	29
30	2	30
31	2	31
32	2	32
33	2	33
34	2	34
35	2	35
36	2	36
37	2	37
38	2	38
39	3	39
40	3	40
41	3	41
42	4	42
43	4	43
44	4	44
45	5	45
46	5	46
47	5	47
48	5	48
49	5	49
50	5	50
51	5	51
52	5	52
53	5	53
54	6	54
55	6	55
56	6	56
57	6	57
58	6	58
59	7	59
60	7	60
61	7	61
62	7	62
63	7	63
64	7	64
65	8	65
66	8	66
67	8	67
68	8	68
69	9	69
70	9	70
71	9	71
72	9	72
73	9	73
74	9	74
75	9	75
58	9	76
76	9	77
77	9	78
78	9	79
43	10	80
79	10	81
80	10	82
44	10	83
81	11	84
82	11	85
83	12	86
84	12	87
85	12	88
86	13	89
87	13	90
88	13	91
89	13	92
90	13	93
91	14	94
92	15	95
93	15	96
94	15	97
95	15	98
96	15	99
97	15	100
98	15	101
99	15	102
100	16	103
101	16	104
102	16	105
103	16	106
104	17	107
105	17	108
8	17	109
106	17	110
60	17	111
107	17	112
108	17	113
109	18	114
110	18	115
107	18	116
102	18	117
111	18	118
112	18	119
113	18	120
114	18	121
115	19	122
116	20	123
117	20	124
118	20	125
119	20	126
120	20	127
19	20	128
121	20	129
122	20	130
123	20	131
124	20	132
125	20	133
126	20	134
127	20	135
128	20	136
129	20	137
130	20	138
131	20	139
132	20	140
133	20	141
134	20	142
135	20	143
136	20	144
137	20	145
138	20	146
139	20	147
140	20	148
141	20	149
142	20	150
143	20	151
144	20	152
145	20	153
146	20	154
147	20	155
148	20	156
149	20	157
150	20	158
151	20	159
152	20	160
153	20	161
154	20	162
155	20	163
156	20	164
157	20	165
158	20	166
159	20	167
160	20	168
161	20	169
162	20	170
163	20	171
164	21	172
165	21	173
166	21	174
167	21	175
120	22	176
168	22	177
169	22	178
170	22	179
171	22	180
172	22	181
173	22	182
174	22	183
167	22	184
175	23	185
176	23	186
177	23	187
178	23	188
179	23	189
180	23	190
181	23	191
182	23	192
183	23	193
184	23	194
185	23	195
186	23	196
187	24	197
188	24	198
189	24	199
184	24	200
190	24	201
191	24	202
192	25	203
193	25	204
194	25	205
195	25	206
196	25	207
197	25	208
198	25	209
199	26	210
200	26	211
201	26	212
202	26	213
203	26	214
204	26	215
205	26	216
206	26	217
207	26	218
208	26	219
209	26	220
210	26	221
211	26	222
212	26	223
213	26	224
214	26	225
215	26	226
216	26	227
217	26	228
218	26	229
219	26	230
220	26	231
221	26	232
222	26	233
223	26	234
224	26	235
225	26	236
58	26	237
226	26	238
227	26	239
228	26	240
229	27	241
230	27	242
231	27	243
232	27	244
233	27	245
234	27	246
235	27	247
120	28	248
236	28	249
237	28	250
238	28	251
239	28	252
240	29	253
241	29	254
51	29	255
242	29	256
54	29	257
243	29	258
244	30	259
58	30	260
245	30	261
246	31	262
247	31	263
248	31	264
249	31	265
250	31	266
251	31	267
252	31	268
253	31	269
254	31	270
255	31	271
256	31	272
257	31	273
258	31	274
259	31	275
260	31	276
225	31	277
261	31	278
262	31	279
263	31	280
264	32	281
87	32	282
265	32	283
266	32	284
267	32	285
268	32	286
66	32	287
269	32	288
270	32	289
271	32	290
272	32	291
273	32	292
274	32	293
275	33	294
276	33	295
277	33	296
60	33	297
278	33	298
279	33	299
280	33	300
281	33	301
282	33	302
283	33	303
121	34	304
284	34	305
285	34	306
266	34	307
286	34	308
287	34	309
